lwin11,index_date,name,vintage,producer,lwin7,region
10060452007,Jan-20,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2007,Chateau Angelus,1006045,Bordeaux
10062052007,Jan-20,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2007,Chateau Ausone,1006205,Bordeaux
10071012007,Jan-20,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2007,Chateau Beychevelle,1007101,Bordeaux
10074752007,Jan-20,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2007,Chateau Calon Segur,1007475,Bordeaux
10078402007,Jan-20,"Carruades de Lafite, Pauillac",2007,Chateau Lafite Rothschild,1007840,Bordeaux
10081082007,Jan-20,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2007,Chateau Cheval Blanc,1008108,Bordeaux
10081532007,Jan-20,"Le Clarence de Haut-Brion, Pessac-Leognan",2007,Chateau Haut-Brion,1008153,Bordeaux
10082252007,Jan-20,"Chateau Clinet, Pomerol",2007,Chateau Clinet,1008225,Bordeaux
10083392007,Jan-20,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2007,Clos Fourtet,1008339,Bordeaux
10087462007,Jan-20,"Chateau La Conseillante, Pomerol",2007,Chateau La Conseillante,1008746,Bordeaux
10087882007,Jan-20,"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2007,Cos d'Estournel,1008788,Bordeaux
10167922007,Jan-20,"Chateau Coutet Premier Cru Classe, Barsac",2007,Coutet,1016792,Bordeaux
10094792007,Jan-20,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2007,Ducru-Beaucaillou,1009479,Bordeaux
10094822007,Jan-20,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2007,Duhart-Milon,1009482,Bordeaux
10095672007,Jan-20,"Chateau L'Eglise-Clinet, Pomerol",2007,L'Eglise-Clinet,1009567,Bordeaux
10096422007,Jan-20,"Chateau L'Evangile, Pomerol",2007,Chateau L'Evangile,1009642,Bordeaux
10101072007,Jan-20,"Chateau La Fleur-Petrus, Pomerol",2007,Chateau La Fleur-Petrus,1010107,Bordeaux
10103092004,Jan-20,"Les Forts de Latour, Pauillac",2004,Latour,1010309,Bordeaux
10107872007,Jan-20,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2007,Chateau Grand-Puy-Lacoste,1010787,Bordeaux
10110742007,Jan-20,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2007,Chateau Gruaud Larose,1011074,Bordeaux
10111912007,Jan-20,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2007,Chateau Haut-Bailly,1011191,Bordeaux
10112472007,Jan-20,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2007,Chateau Haut-Brion,1011247,Bordeaux
10118722007,Jan-20,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2007,Chateau Lafite Rothschild,1011872,Bordeaux
10119022007,Jan-20,"Chateau Lafleur, Pomerol",2007,Chateau Lafleur,1011902,Bordeaux
10123162002,Jan-20,"Chateau Latour Premier Cru Classe, Pauillac",2002,Chateau Latour,1012316,Bordeaux
10123612007,Jan-20,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2007,Chateau Leoville Barton,1012361,Bordeaux
10123742007,Jan-20,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2007,Chateau Leoville Las Cases,1012374,Bordeaux
10123872007,Jan-20,"Chateau Leoville Poyferre 2eme Cru Classe, Saint-Julien",2007,Chateau Leoville Poyferre,1012387,Bordeaux
10125762007,Jan-20,"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2007,Chateau Lynch-Bages,1012576,Bordeaux
10127812007,Jan-20,"Chateau Margaux Premier Cru Classe, Margaux",2007,Chateau Margaux,1012781,Bordeaux
10131792007,Jan-20,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2007,Chateau La Mission Haut-Brion,1013179,Bordeaux
10132962007,Jan-20,"Chateau Montrose 2eme Cru Classe, Saint-Estephe",2007,Chateau Montrose,1013296,Bordeaux
10135442007,Jan-20,"Chateau Mouton Rothschild Premier Cru Classe, Pauillac",2007,Chateau Mouton Rothschild,1013544,Bordeaux
10136582007,Jan-20,"Chateau Palmer 3eme Cru Classe, Margaux",2007,Chateau Palmer,1013658,Bordeaux
10136902007,Jan-20,"Chateau Pape Clement Cru Classe, Pessac-Leognan",2007,Chateau Pape Clement,1013690,Bordeaux
10138502007,Jan-20,"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2007,Chateau Pavie,1013850,Bordeaux
10138922007,Jan-20,"Pavillon Rouge du Chateau Margaux, Margaux",2007,Chateau Margaux,1013892,Bordeaux
10140042007,Jan-20,"Le Petit Mouton de Mouton Rothschild, Pauillac",2007,Chateau Mouton Rothschild,1014004,Bordeaux
10140332007,Jan-20,"Petrus, Pomerol",2007,Petrus,1014033,Bordeaux
10141632007,Jan-20,"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2007,Chateau Pichon Baron,1014163,Bordeaux
10141762007,Jan-20,"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2007,Chateau Pichon Longueville Comtesse de Lalande,1014176,Bordeaux
10141922007,Jan-20,"Le Pin, Pomerol",2007,Le Pin,1014192,Bordeaux
10143072007,Jan-20,"Chateau Pontet-Canet 5eme Cru Classe, Pauillac",2007,Chateau Pontet-Canet,1014307,Bordeaux
10174832007,Jan-20,"Chateau Rieussec Premier Cru Classe, Sauternes",2007,Rieussec,1017483,Bordeaux
10152612007,Jan-20,"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2007,Chateau Smith Haut Lafitte,1015261,Bordeaux
10176562007,Jan-20,"Chateau Suduiraut Premier Cru Classe, Sauternes",2007,Suduiraut,1017656,Bordeaux
10159422007,Jan-20,"Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2007,Troplong Mondot,1015942,Bordeaux
10160822007,Jan-20,"Vieux Chateau Certan, Pomerol",2007,Vieux Chateau Certan,1016082,Bordeaux
10177572007,Jan-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2007,Chateau d'Yquem,1017757,Bordeaux
10570052017,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2017,Domaine Armand Rousseau,1057005,Burgundy
10570052016,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2016,Domaine Armand Rousseau,1057005,Burgundy
10570052015,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2015,Domaine Armand Rousseau,1057005,Burgundy
10570052014,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2014,Domaine Armand Rousseau,1057005,Burgundy
10570052013,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2013,Domaine Armand Rousseau,1057005,Burgundy
10570052012,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2012,Domaine Armand Rousseau,1057005,Burgundy
10570052011,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2011,Domaine Armand Rousseau,1057005,Burgundy
10570052010,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2010,Domaine Armand Rousseau,1057005,Burgundy
10570052009,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2009,Domaine Armand Rousseau,1057005,Burgundy
10570052008,Jan-20,"Domaine Armand Rousseau, Chambertin Grand Cru",2008,Domaine Armand Rousseau,1057005,Burgundy
10617762017,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2017,Domaine Bonneau du Martray,1061776,Burgundy
10617762016,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2016,Domaine Bonneau du Martray,1061776,Burgundy
10617762015,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2015,Domaine Bonneau du Martray,1061776,Burgundy
10617762014,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2014,Domaine Bonneau du Martray,1061776,Burgundy
10617762013,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2013,Domaine Bonneau du Martray,1061776,Burgundy
10617762012,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2012,Domaine Bonneau du Martray,1061776,Burgundy
10617762011,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2011,Domaine Bonneau du Martray,1061776,Burgundy
10617762010,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2010,Domaine Bonneau du Martray,1061776,Burgundy
10617762009,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2009,Domaine Bonneau du Martray,1061776,Burgundy
10617762008,Jan-20,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2008,Domaine Bonneau du Martray,1061776,Burgundy
10647192017,Jan-20,"Coche-Dury, Meursault",2017,Coche-Dury,1064719,Burgundy
10647192016,Jan-20,"Coche-Dury, Meursault",2016,Coche-Dury,1064719,Burgundy
10647192015,Jan-20,"Coche-Dury, Meursault",2015,Coche-Dury,1064719,Burgundy
10647192014,Jan-20,"Coche-Dury, Meursault",2014,Coche-Dury,1064719,Burgundy
10647192013,Jan-20,"Coche-Dury, Meursault",2013,Coche-Dury,1064719,Burgundy
10647192012,Jan-20,"Coche-Dury, Meursault",2012,Coche-Dury,1064719,Burgundy
10647192011,Jan-20,"Coche-Dury, Meursault",2011,Coche-Dury,1064719,Burgundy
10647192010,Jan-20,"Coche-Dury, Meursault",2010,Coche-Dury,1064719,Burgundy
10647192009,Jan-20,"Coche-Dury, Meursault",2009,Coche-Dury,1064719,Burgundy
10647192008,Jan-20,"Coche-Dury, Meursault",2008,Coche-Dury,1064719,Burgundy
10268722017,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2017,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722016,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2016,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722015,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2015,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722014,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2014,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722013,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2013,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722012,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2012,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722011,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2011,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722010,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2010,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722009,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2009,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722008,Jan-20,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2008,Domaine Comte Georges de Vogue,1026872,Burgundy
10476482017,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2017,Clos de Tart,1047648,Burgundy
10476482016,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2016,Clos de Tart,1047648,Burgundy
10476482015,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2015,Clos de Tart,1047648,Burgundy
10476482014,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2014,Clos de Tart,1047648,Burgundy
10476482013,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2013,Clos de Tart,1047648,Burgundy
10476482012,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2012,Clos de Tart,1047648,Burgundy
10476482011,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2011,Clos de Tart,1047648,Burgundy
10476482010,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2010,Clos de Tart,1047648,Burgundy
10476482009,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2009,Clos de Tart,1047648,Burgundy
10476482008,Jan-20,"Clos de Tart, Clos de Tart Grand Cru",2008,Clos de Tart,1047648,Burgundy
10733682017,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2017,Domaine Leflaive,1073368,Burgundy
10733682016,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2016,Domaine Leflaive,1073368,Burgundy
10733682015,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2015,Domaine Leflaive,1073368,Burgundy
10733682014,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2014,Domaine Leflaive,1073368,Burgundy
10733682013,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2013,Domaine Leflaive,1073368,Burgundy
10733682012,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2012,Domaine Leflaive,1073368,Burgundy
10733682011,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2011,Domaine Leflaive,1073368,Burgundy
10733682010,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2010,Domaine Leflaive,1073368,Burgundy
10733682009,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2009,Domaine Leflaive,1073368,Burgundy
10733682008,Jan-20,"Domaine Leflaive, Batard-Montrachet Grand Cru",2008,Domaine Leflaive,1073368,Burgundy
10515082017,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2017,Domaine Ponsot,1051508,Burgundy
10515082016,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2016,Domaine Ponsot,1051508,Burgundy
10515082015,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2015,Domaine Ponsot,1051508,Burgundy
10515082014,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2014,Domaine Ponsot,1051508,Burgundy
10515082013,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2013,Domaine Ponsot,1051508,Burgundy
10515082012,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2012,Domaine Ponsot,1051508,Burgundy
10515082011,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2011,Domaine Ponsot,1051508,Burgundy
10515082010,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2010,Domaine Ponsot,1051508,Burgundy
10515082009,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2009,Domaine Ponsot,1051508,Burgundy
10515082008,Jan-20,"Domaine Ponsot, Clos de la Roche Grand Cru, Cuvee Vieilles Vignes",2008,Domaine Ponsot,1051508,Burgundy
10286582015,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2015,Domaine de la Romanee-Conti,1028658,Burgundy
10286582014,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2014,Domaine de la Romanee-Conti,1028658,Burgundy
10286582013,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2013,Domaine de la Romanee-Conti,1028658,Burgundy
10286582012,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2012,Domaine de la Romanee-Conti,1028658,Burgundy
10286582011,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2011,Domaine de la Romanee-Conti,1028658,Burgundy
10286582010,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2010,Domaine de la Romanee-Conti,1028658,Burgundy
10286582009,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2009,Domaine de la Romanee-Conti,1028658,Burgundy
10286582008,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2008,Domaine de la Romanee-Conti,1028658,Burgundy
10286582007,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2007,Domaine de la Romanee-Conti,1028658,Burgundy
10286582006,Jan-20,"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2006,Domaine de la Romanee-Conti,1028658,Burgundy
10286612015,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2015,Domaine de la Romanee-Conti,1028661,Burgundy
10286612014,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2014,Domaine de la Romanee-Conti,1028661,Burgundy
10286612013,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2013,Domaine de la Romanee-Conti,1028661,Burgundy
10286612012,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2012,Domaine de la Romanee-Conti,1028661,Burgundy
10286612011,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2011,Domaine de la Romanee-Conti,1028661,Burgundy
10286612010,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2010,Domaine de la Romanee-Conti,1028661,Burgundy
10286612009,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2009,Domaine de la Romanee-Conti,1028661,Burgundy
10286612008,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2008,Domaine de la Romanee-Conti,1028661,Burgundy
10286612007,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2007,Domaine de la Romanee-Conti,1028661,Burgundy
10286612006,Jan-20,"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2006,Domaine de la Romanee-Conti,1028661,Burgundy
10286742016,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2016,Domaine de la Romanee-Conti,1028674,Burgundy
10286742015,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2015,Domaine de la Romanee-Conti,1028674,Burgundy
10286742014,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2014,Domaine de la Romanee-Conti,1028674,Burgundy
10286742013,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2013,Domaine de la Romanee-Conti,1028674,Burgundy
10286742012,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2012,Domaine de la Romanee-Conti,1028674,Burgundy
10286742011,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2011,Domaine de la Romanee-Conti,1028674,Burgundy
10286742010,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2010,Domaine de la Romanee-Conti,1028674,Burgundy
10286742009,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2009,Domaine de la Romanee-Conti,1028674,Burgundy
10286742008,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2008,Domaine de la Romanee-Conti,1028674,Burgundy
10286742007,Jan-20,"Domaine de la Romanee-Conti, Richebourg Grand Cru",2007,Domaine de la Romanee-Conti,1028674,Burgundy
10286872016,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2016,Domaine de la Romanee-Conti,1028687,Burgundy
10286872015,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2015,Domaine de la Romanee-Conti,1028687,Burgundy
10286872014,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2014,Domaine de la Romanee-Conti,1028687,Burgundy
10286872013,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2013,Domaine de la Romanee-Conti,1028687,Burgundy
10286872012,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2012,Domaine de la Romanee-Conti,1028687,Burgundy
10286872011,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2011,Domaine de la Romanee-Conti,1028687,Burgundy
10286872010,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2010,Domaine de la Romanee-Conti,1028687,Burgundy
10286872009,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2009,Domaine de la Romanee-Conti,1028687,Burgundy
10286872008,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2008,Domaine de la Romanee-Conti,1028687,Burgundy
10286872007,Jan-20,"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2007,Domaine de la Romanee-Conti,1028687,Burgundy
10286902016,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2016,Domaine de la Romanee-Conti,1028690,Burgundy
10286902015,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2015,Domaine de la Romanee-Conti,1028690,Burgundy
10286902014,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2014,Domaine de la Romanee-Conti,1028690,Burgundy
10286902013,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2013,Domaine de la Romanee-Conti,1028690,Burgundy
10286902012,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2012,Domaine de la Romanee-Conti,1028690,Burgundy
10286902011,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2011,Domaine de la Romanee-Conti,1028690,Burgundy
10286902010,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2010,Domaine de la Romanee-Conti,1028690,Burgundy
10286902009,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2009,Domaine de la Romanee-Conti,1028690,Burgundy
10286902008,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2008,Domaine de la Romanee-Conti,1028690,Burgundy
10286902007,Jan-20,"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2007,Domaine de la Romanee-Conti,1028690,Burgundy
10287042016,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2016,Domaine de la Romanee-Conti,1028704,Burgundy
10287042015,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2015,Domaine de la Romanee-Conti,1028704,Burgundy
10287042014,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2014,Domaine de la Romanee-Conti,1028704,Burgundy
10287042013,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2013,Domaine de la Romanee-Conti,1028704,Burgundy
10287042012,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2012,Domaine de la Romanee-Conti,1028704,Burgundy
10287042011,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2011,Domaine de la Romanee-Conti,1028704,Burgundy
10287042010,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2010,Domaine de la Romanee-Conti,1028704,Burgundy
10287042009,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2009,Domaine de la Romanee-Conti,1028704,Burgundy
10287042008,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2008,Domaine de la Romanee-Conti,1028704,Burgundy
10287042007,Jan-20,"Domaine de la Romanee-Conti, La Tache Grand Cru",2007,Domaine de la Romanee-Conti,1028704,Burgundy
10567892017,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2017,Domaine Georges Roumier,1056789,Burgundy
10567892016,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2016,Domaine Georges Roumier,1056789,Burgundy
10567892015,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2015,Domaine Georges Roumier,1056789,Burgundy
10567892014,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2014,Domaine Georges Roumier,1056789,Burgundy
10567892013,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2013,Domaine Georges Roumier,1056789,Burgundy
10567892012,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2012,Domaine Georges Roumier,1056789,Burgundy
10567892011,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2011,Domaine Georges Roumier,1056789,Burgundy
10567892010,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2010,Domaine Georges Roumier,1056789,Burgundy
10567892009,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2009,Domaine Georges Roumier,1056789,Burgundy
10567892008,Jan-20,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2008,Domaine Georges Roumier,1056789,Burgundy
10674202017,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2017,Joseph Drouhin,1067420,Burgundy
10674202016,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2016,Joseph Drouhin,1067420,Burgundy
10674202015,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2015,Joseph Drouhin,1067420,Burgundy
10674202014,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2014,Joseph Drouhin,1067420,Burgundy
10674202013,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2013,Joseph Drouhin,1067420,Burgundy
10674202012,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2012,Joseph Drouhin,1067420,Burgundy
10674202011,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2011,Joseph Drouhin,1067420,Burgundy
10674202010,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2010,Joseph Drouhin,1067420,Burgundy
10674202009,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2009,Joseph Drouhin,1067420,Burgundy
10674202008,Jan-20,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2008,Joseph Drouhin,1067420,Burgundy
11227502016,Jan-20,"Dominus, Napa Valley",2016,Dominus,1122750,California
11227502015,Jan-20,"Dominus, Napa Valley",2015,Dominus,1122750,California
11227502014,Jan-20,"Dominus, Napa Valley",2014,Dominus,1122750,California
11227502013,Jan-20,"Dominus, Napa Valley",2013,Dominus,1122750,California
11227502012,Jan-20,"Dominus, Napa Valley",2012,Dominus,1122750,California
11227502011,Jan-20,"Dominus, Napa Valley",2011,Dominus,1122750,California
11227502010,Jan-20,"Dominus, Napa Valley",2010,Dominus,1122750,California
11227502009,Jan-20,"Dominus, Napa Valley",2009,Dominus,1122750,California
11227502008,Jan-20,"Dominus, Napa Valley",2008,Dominus,1122750,California
11227502007,Jan-20,"Dominus, Napa Valley",2007,Dominus,1122750,California
11226622016,Jan-20,"Opus One, Napa Valley",2016,Opus One,1122662,California
11226622015,Jan-20,"Opus One, Napa Valley",2015,Opus One,1122662,California
11226622014,Jan-20,"Opus One, Napa Valley",2014,Opus One,1122662,California
11226622013,Jan-20,"Opus One, Napa Valley",2013,Opus One,1122662,California
11226622012,Jan-20,"Opus One, Napa Valley",2012,Opus One,1122662,California
11226622011,Jan-20,"Opus One, Napa Valley",2011,Opus One,1122662,California
11226622010,Jan-20,"Opus One, Napa Valley",2010,Opus One,1122662,California
11226622009,Jan-20,"Opus One, Napa Valley",2009,Opus One,1122662,California
11226622008,Jan-20,"Opus One, Napa Valley",2008,Opus One,1122662,California
