lwin11,index_date,name,vintage,producer,lwin7,region
10176562009,Jul-20,"Chateau Suduiraut Premier Cru Classe, Sauternes",2009,Suduiraut,1017656,Bordeaux
10176562008,Jul-20,"Chateau Suduiraut Premier Cru Classe, Sauternes",2008,Suduiraut,1017656,Bordeaux
10176562006,Jul-20,"Chateau Suduiraut Premier Cru Classe, Sauternes",2006,Chateau Suduiraut,1017656,Bordeaux
10159422016,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2016,Chateau Troplong Mondot,1015942,Bordeaux
10159422015,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2015,Troplong Mondot,1015942,Bordeaux
10159422014,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2014,Troplong Mondot,1015942,Bordeaux
10159422013,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,Troplong Mondot,1015942,Bordeaux
10159422012,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2012,Troplong Mondot,1015942,Bordeaux
10159422011,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2011,Troplong Mondot,1015942,Bordeaux
10159422010,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2010,Troplong Mondot,1015942,Bordeaux
10159422009,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2009,Troplong Mondot,1015942,Bordeaux
10159422008,Jul-20,"Chateau Troplong Mondot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2008,Troplong Mondot,1015942,Bordeaux
10160822016,Jul-20,"Vieux Chateau Certan, Pomerol",2016,Vieux Chateau Certan,1016082,Bordeaux
10160822015,Jul-20,"Vieux Chateau Certan, Pomerol",2015,Vieux Chateau Certan,1016082,Bordeaux
10160822014,Jul-20,"Vieux Chateau Certan, Pomerol",2014,Vieux Chateau Certan,1016082,Bordeaux
10160822013,Jul-20,"Vieux Chateau Certan, Pomerol",2013,Vieux Chateau Certan,1016082,Bordeaux
10160822012,Jul-20,"Vieux Chateau Certan, Pomerol",2012,Vieux Chateau Certan,1016082,Bordeaux
10160822011,Jul-20,"Vieux Chateau Certan, Pomerol",2011,Vieux Chateau Certan,1016082,Bordeaux
10160822010,Jul-20,"Vieux Chateau Certan, Pomerol",2010,Vieux Chateau Certan,1016082,Bordeaux
10160822009,Jul-20,"Vieux Chateau Certan, Pomerol",2009,Vieux Chateau Certan,1016082,Bordeaux
10160822008,Jul-20,"Vieux Chateau Certan, Pomerol",2008,Vieux Chateau Certan,1016082,Bordeaux
10177572016,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2016,Chateau d'Yquem,1017757,Bordeaux
10177572015,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2015,Chateau d'Yquem,1017757,Bordeaux
10177572014,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2014,Chateau d'Yquem,1017757,Bordeaux
10177572013,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2013,Chateau d'Yquem,1017757,Bordeaux
10177572011,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2011,Chateau d'Yquem,1017757,Bordeaux
10177572010,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2010,Chateau d'Yquem,1017757,Bordeaux
10177572009,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2009,Chateau d'Yquem,1017757,Bordeaux
10177572008,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2008,Chateau d'Yquem,1017757,Bordeaux
10177572006,Jul-20,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2006,Chateau d'Yquem,1017757,Bordeaux
10060452017,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2017,Chateau Angelus,1006045,Bordeaux
10060452016,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2016,Chateau Angelus,1006045,Bordeaux
10060452015,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2015,Chateau Angelus,1006045,Bordeaux
10060452014,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2014,Chateau Angelus,1006045,Bordeaux
10060452013,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2013,Chateau Angelus,1006045,Bordeaux
10060452012,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2012,Chateau Angelus,1006045,Bordeaux
10060452011,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2011,Chateau Angelus,1006045,Bordeaux
10060452010,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2010,Chateau Angelus,1006045,Bordeaux
10060452009,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2009,Chateau Angelus,1006045,Bordeaux
10060452008,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2008,Chateau Angelus,1006045,Bordeaux
10060452000,Jan-21,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2000,Chateau Angelus,1006045,Bordeaux
10570052018,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2018,Domaine Armand Rousseau,1057005,Burgundy
10570052017,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2017,Domaine Armand Rousseau,1057005,Burgundy
10570052016,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2016,Domaine Armand Rousseau,1057005,Burgundy
10570052015,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2015,Domaine Armand Rousseau,1057005,Burgundy
10570052014,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2014,Domaine Armand Rousseau,1057005,Burgundy
10570052013,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2013,Domaine Armand Rousseau,1057005,Burgundy
10570052012,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2012,Domaine Armand Rousseau,1057005,Burgundy
10570052011,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2011,Domaine Armand Rousseau,1057005,Burgundy
10570052010,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2010,Domaine Armand Rousseau,1057005,Burgundy
10570052009,Jan-21,"Domaine Armand Rousseau, Chambertin Grand Cru",2009,Domaine Armand Rousseau,1057005,Burgundy
10062052017,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2017,Chateau Ausone,1006205,Bordeaux
10062052016,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2016,Chateau Ausone,1006205,Bordeaux
10062052015,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2015,Chateau Ausone,1006205,Bordeaux
10062052014,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2014,Chateau Ausone,1006205,Bordeaux
10062052013,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2013,Chateau Ausone,1006205,Bordeaux
10062052012,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2012,Chateau Ausone,1006205,Bordeaux
10062052011,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2011,Chateau Ausone,1006205,Bordeaux
10062052010,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2010,Chateau Ausone,1006205,Bordeaux
10062052009,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2009,Chateau Ausone,1006205,Bordeaux
10062052008,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2008,Chateau Ausone,1006205,Bordeaux
10062052000,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2000,Chateau Ausone,1006205,Bordeaux
10062051998,Jan-21,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",1998,Chateau Ausone,1006205,Bordeaux
11083872018,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2018,Famille Perrin,1108387,Rhone
11083872017,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2017,Famille Perrin,1108387,Rhone
11083872016,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2016,Famille Perrin,1108387,Rhone
11083872015,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2015,Famille Perrin,1108387,Rhone
11083872014,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2014,Famille Perrin,1108387,Rhone
11083872013,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2013,Famille Perrin,1108387,Rhone
11083872012,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2012,Famille Perrin,1108387,Rhone
11083872011,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2011,Famille Perrin,1108387,Rhone
11083872010,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2010,Famille Perrin,1108387,Rhone
11083872009,Jan-21,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2009,Famille Perrin,1108387,Rhone
11084042018,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2018,Famille Perrin,1108404,Rhone
11084042017,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2017,Famille Perrin,1108404,Rhone
11084042016,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2016,Famille Perrin,1108404,Rhone
11084042015,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2015,Famille Perrin,1108404,Rhone
11084042014,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2014,Famille Perrin,1108404,Rhone
11084042013,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2013,Famille Perrin,1108404,Rhone
11084042012,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2012,Famille Perrin,1108404,Rhone
11084042011,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2011,Famille Perrin,1108404,Rhone
11084042010,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2010,Famille Perrin,1108404,Rhone
11084042009,Jan-21,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2009,Famille Perrin,1108404,Rhone
10071012017,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2017,Chateau Beychevelle,1007101,Bordeaux
10071012016,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2016,Chateau Beychevelle,1007101,Bordeaux
10071012015,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2015,Chateau Beychevelle,1007101,Bordeaux
10071012014,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2014,Chateau Beychevelle,1007101,Bordeaux
10071012013,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2013,Chateau Beychevelle,1007101,Bordeaux
10071012012,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2012,Chateau Beychevelle,1007101,Bordeaux
10071012011,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2011,Chateau Beychevelle,1007101,Bordeaux
10071012010,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2010,Chateau Beychevelle,1007101,Bordeaux
10071012009,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2009,Chateau Beychevelle,1007101,Bordeaux
10071012008,Jan-21,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2008,Chateau Beychevelle,1007101,Bordeaux
10817892012,Jan-21,"Bollinger, La Grande Annee",2012,Bollinger,1081789,Champagne
10817892008,Jan-21,"Bollinger, La Grande Annee",2008,Bollinger,1081789,Champagne
10817892007,Jan-21,"Bollinger, La Grande Annee",2007,Bollinger,1081789,Champagne
10817892005,Jan-21,"Bollinger, La Grande Annee",2005,Bollinger,1081789,Champagne
10617762018,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2018,Domaine Bonneau du Martray,1061776,Burgundy
10617762017,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2017,Domaine Bonneau du Martray,1061776,Burgundy
10617762016,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2016,Domaine Bonneau du Martray,1061776,Burgundy
10617762015,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2015,Domaine Bonneau du Martray,1061776,Burgundy
10617762014,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2014,Domaine Bonneau du Martray,1061776,Burgundy
10617762013,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2013,Domaine Bonneau du Martray,1061776,Burgundy
10617762012,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2012,Domaine Bonneau du Martray,1061776,Burgundy
10617762011,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2011,Domaine Bonneau du Martray,1061776,Burgundy
10617762010,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2010,Domaine Bonneau du Martray,1061776,Burgundy
10617762009,Jan-21,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2009,Domaine Bonneau du Martray,1061776,Burgundy
10074752017,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2017,Chateau Calon Segur,1007475,Bordeaux
10074752016,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2016,Chateau Calon Segur,1007475,Bordeaux
10074752015,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2015,Chateau Calon Segur,1007475,Bordeaux
10074752014,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2014,Chateau Calon Segur,1007475,Bordeaux
10074752013,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2013,Chateau Calon Segur,1007475,Bordeaux
10074752012,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2012,Chateau Calon Segur,1007475,Bordeaux
10074752011,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2011,Chateau Calon Segur,1007475,Bordeaux
10074752010,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2010,Chateau Calon Segur,1007475,Bordeaux
10074752009,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2009,Chateau Calon Segur,1007475,Bordeaux
10074752008,Jan-21,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2008,Chateau Calon Segur,1007475,Bordeaux
10078402017,Jan-21,"Carruades de Lafite, Pauillac",2017,Chateau Lafite Rothschild,1007840,Bordeaux
10078402016,Jan-21,"Carruades de Lafite, Pauillac",2016,Chateau Lafite Rothschild,1007840,Bordeaux
10078402015,Jan-21,"Carruades de Lafite, Pauillac",2015,Chateau Lafite Rothschild,1007840,Bordeaux
10078402014,Jan-21,"Carruades de Lafite, Pauillac",2014,Chateau Lafite Rothschild,1007840,Bordeaux
10078402013,Jan-21,"Carruades de Lafite, Pauillac",2013,Chateau Lafite Rothschild,1007840,Bordeaux
10078402012,Jan-21,"Carruades de Lafite, Pauillac",2012,Chateau Lafite Rothschild,1007840,Bordeaux
10078402011,Jan-21,"Carruades de Lafite, Pauillac",2011,Chateau Lafite Rothschild,1007840,Bordeaux
10078402010,Jan-21,"Carruades de Lafite, Pauillac",2010,Chateau Lafite Rothschild,1007840,Bordeaux
10078402009,Jan-21,"Carruades de Lafite, Pauillac",2009,Chateau Lafite Rothschild,1007840,Bordeaux
10078402008,Jan-21,"Carruades de Lafite, Pauillac",2008,Chateau Lafite Rothschild,1007840,Bordeaux
11097042018,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2018,M. Chapoutier,1109704,Rhone
11097042017,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2017,M. Chapoutier,1109704,Rhone
11097042016,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2016,M. Chapoutier,1109704,Rhone
11097042015,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2015,M. Chapoutier,1109704,Rhone
11097042014,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2014,M. Chapoutier,1109704,Rhone
11097042013,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2013,M. Chapoutier,1109704,Rhone
11097042012,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2012,M. Chapoutier,1109704,Rhone
11097042011,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2011,M. Chapoutier,1109704,Rhone
11097042010,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2010,M. Chapoutier,1109704,Rhone
11097042009,Jan-21,"M. Chapoutier, Ermitage, Le Pavillon",2009,M. Chapoutier,1109704,Rhone
10081082017,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2017,Chateau Cheval Blanc,1008108,Bordeaux
10081082016,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2016,Chateau Cheval Blanc,1008108,Bordeaux
10081082015,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2015,Chateau Cheval Blanc,1008108,Bordeaux
10081082014,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2014,Chateau Cheval Blanc,1008108,Bordeaux
10081082013,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2013,Chateau Cheval Blanc,1008108,Bordeaux
10081082012,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2012,Chateau Cheval Blanc,1008108,Bordeaux
10081082011,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2011,Chateau Cheval Blanc,1008108,Bordeaux
10081082010,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2010,Chateau Cheval Blanc,1008108,Bordeaux
10081082009,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2009,Chateau Cheval Blanc,1008108,Bordeaux
10081082008,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2008,Chateau Cheval Blanc,1008108,Bordeaux
10081082000,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2000,Chateau Cheval Blanc,1008108,Bordeaux
10081081998,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",1998,Chateau Cheval Blanc,1008108,Bordeaux
10081081995,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",1995,Chateau Cheval Blanc,1008108,Bordeaux
10081081990,Jan-21,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",1990,Chateau Cheval Blanc,1008108,Bordeaux
10081532017,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2017,Chateau Haut-Brion,1008153,Bordeaux
10081532016,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2016,Chateau Haut-Brion,1008153,Bordeaux
10081532015,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2015,Chateau Haut-Brion,1008153,Bordeaux
10081532014,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2014,Chateau Haut-Brion,1008153,Bordeaux
10081532013,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2013,Chateau Haut-Brion,1008153,Bordeaux
10081532012,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2012,Chateau Haut-Brion,1008153,Bordeaux
10081532011,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2011,Chateau Haut-Brion,1008153,Bordeaux
10081532010,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2010,Chateau Haut-Brion,1008153,Bordeaux
10081532009,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2009,Chateau Haut-Brion,1008153,Bordeaux
10081532008,Jan-21,"Le Clarence de Haut-Brion, Pessac-Leognan",2008,Chateau Haut-Brion,1008153,Bordeaux
10166912016,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2016,Climens,1016691,Bordeaux
10166912015,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2015,Climens,1016691,Bordeaux
10166912014,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2014,Climens,1016691,Bordeaux
10166912013,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2013,Climens,1016691,Bordeaux
10166912012,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2012,Chateau Climens,1016691,Bordeaux
10166912011,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2011,Climens,1016691,Bordeaux
10166912010,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2010,Climens,1016691,Bordeaux
10166912009,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2009,Climens,1016691,Bordeaux
10166912008,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2008,Climens,1016691,Bordeaux
10166912007,Jan-21,"Chateau Climens Premier Cru Classe, Barsac",2007,Climens,1016691,Bordeaux
10082252017,Jan-21,"Chateau Clinet, Pomerol",2017,Chateau Clinet,1008225,Bordeaux
10082252016,Jan-21,"Chateau Clinet, Pomerol",2016,Chateau Clinet,1008225,Bordeaux
10082252015,Jan-21,"Chateau Clinet, Pomerol",2015,Chateau Clinet,1008225,Bordeaux
10082252014,Jan-21,"Chateau Clinet, Pomerol",2014,Chateau Clinet,1008225,Bordeaux
10082252013,Jan-21,"Chateau Clinet, Pomerol",2013,Chateau Clinet,1008225,Bordeaux
10082252012,Jan-21,"Chateau Clinet, Pomerol",2012,Chateau Clinet,1008225,Bordeaux
10082252011,Jan-21,"Chateau Clinet, Pomerol",2011,Chateau Clinet,1008225,Bordeaux
10082252010,Jan-21,"Chateau Clinet, Pomerol",2010,Chateau Clinet,1008225,Bordeaux
10082252009,Jan-21,"Chateau Clinet, Pomerol",2009,Chateau Clinet,1008225,Bordeaux
10082252008,Jan-21,"Chateau Clinet, Pomerol",2008,Chateau Clinet,1008225,Bordeaux
10083392017,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2017,Clos Fourtet,1008339,Bordeaux
10083392016,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2016,Clos Fourtet,1008339,Bordeaux
10083392015,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2015,Clos Fourtet,1008339,Bordeaux
10083392014,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2014,Clos Fourtet,1008339,Bordeaux
10083392013,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,Clos Fourtet,1008339,Bordeaux
10083392012,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2012,Clos Fourtet,1008339,Bordeaux
10083392011,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2011,Clos Fourtet,1008339,Bordeaux
10083392010,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2010,Clos Fourtet,1008339,Bordeaux
10083392009,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2009,Clos Fourtet,1008339,Bordeaux
10083392008,Jan-21,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2008,Clos Fourtet,1008339,Bordeaux
11104872018,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2018,Clos des Papes,1110487,Rhone
11104872017,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2017,Clos des Papes,1110487,Rhone
11104872016,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2016,Clos des Papes,1110487,Rhone
11104872015,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2015,Clos des Papes,1110487,Rhone
11104872014,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2014,Clos des Papes,1110487,Rhone
11104872013,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2013,Clos des Papes,1110487,Rhone
11104872012,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2012,Clos des Papes,1110487,Rhone
11104872011,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2011,Clos des Papes,1110487,Rhone
11104872010,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2010,Clos des Papes,1110487,Rhone
11104872009,Jan-21,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2009,Clos des Papes,1110487,Rhone
10647192018,Jan-21,"Coche-Dury, Meursault",2018,Coche-Dury,1064719,Burgundy
10647192017,Jan-21,"Coche-Dury, Meursault",2017,Coche-Dury,1064719,Burgundy
10647192016,Jan-21,"Coche-Dury, Meursault",2016,Coche-Dury,1064719,Burgundy
10647192015,Jan-21,"Coche-Dury, Meursault",2015,Coche-Dury,1064719,Burgundy
10647192014,Jan-21,"Coche-Dury, Meursault",2014,Coche-Dury,1064719,Burgundy
10647192013,Jan-21,"Coche-Dury, Meursault",2013,Coche-Dury,1064719,Burgundy
10647192012,Jan-21,"Coche-Dury, Meursault",2012,Coche-Dury,1064719,Burgundy
10647192011,Jan-21,"Coche-Dury, Meursault",2011,Coche-Dury,1064719,Burgundy
10647192010,Jan-21,"Coche-Dury, Meursault",2010,Coche-Dury,1064719,Burgundy
10647192009,Jan-21,"Coche-Dury, Meursault",2009,Coche-Dury,1064719,Burgundy
10268722018,Jan-21,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2018,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722017,Jan-21,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2017,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722016,Jan-21,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2016,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722015,Jan-21,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2015,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722014,Jan-21,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2014,Domaine Comte Georges de Vogue,1026872,Burgundy
10268722013,Jan-21,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2013,Domaine Comte Georges de Vogue,1026872,Burgundy
